job_title,company_name,location,summary
Tableau Analyst. Junior,Booz Allen Hamilton,Port Hueneme. CA,Create data visualizations by developing Tableau workbooks and dashboards to help Navy clients synthesize multiple sources of data.
Business Analyst,Eurofins USA BioPharma Services,Fremont. CA,Researches emerging technologies for new solutions and uses techniques such as data modeling. elicits and documents user requirements and manages them through
Lead Data Analyst,LeanTaaS,Santa Clara. CA,Minimum 3 years of experience as a healthcare data analyst or healthcare business analyst. Data onboarding for new and existing customers: Acquire data from
Business Analyst I,NextEra Energy,San Francisco. CA 94108 (Financial District area),Collect. process. and analyze client data using Python or R. EIQ Mobility. a subsidiary of NextEra Energy Resources (NEER). is a data science and software
Marketing Operations Data Analyst,H&H Group,Culver City. CA 90232 (Downtown area)•Temporarily Remote,Ability to write complex SQL queries to extract data and create reporting tables. Own the data analysis and visualization. communicating various test results
Senior Enterprise Data Governance Analyst,Delta Dental Ins.,San Francisco. CA,Strong functional understanding of data and analytics architecture. platforms. and frameworks; including data modeling. data ingestion. data pipelines (ETL).
Business Intelligence Analyst,The Oncology Institute of Hope and Innovation,Cerritos. CA 90703•Temporarily Remote,Work closely with other analysts and tech team to define. automate and validate the extraction of new metrics from various data sources for use in future
CUSTOMER DATA ANALYST,ScoreData,Palo Alto. CA 94306 (Evergreen Park area),2+ years using R or Python for data analytics. Work on specific customer data analytics project from start to finish.
Sr. Business Objects Developer,Formac Inc,Sunnyvale. CA•Temporarily Remote,The Business objects and Power BI consultant will have the opportunity to consolidate the report set into PI dashboards. Must have skills and competencies*.
Data Visualization Specialist,Crunch.io,San Francisco Bay Area. CA•Remote,Deep domain expertise of data science. statistical analysis. and data visualization. Able to designdevelop industry-leading data visualizations based on an
Finance Data Analyst. Devices and Services,Google,Mountain View. CA,Experience in Business Intelligence (BI). data science. data engineering. or related technology field. As a Finance Data Analyst for the D&S Finance team. you
Senior Data Analyst,CareRev,Los Angeles. CA•Remote,Experience establishing metrics and data best practices. 3+ years of analytics experience in a business environment. 3+ years of experience with SQL.
Scholarship Analyst,California State University. Sacramento,Sacramento. CA 95819 (CSUS area),Proficiency using standard office software packages (e.g.. Microsoft Office Suite). Familiarity working with school-based recorddata systemssoftware (e.g..
Digital Business Analyst (Remote),Palo Alto Networks,Santa Clara. CA•Remote,Palo Alto Networks is building a world-leading digital services experience and seeks world-class talent to expand the team.
Data Analyst - Data Science & Analytics (AX),Criteo,Los Angeles. CA,This position involves dealing with a considerable amount of complex. real-world data and requires a candidate who is comfortable thinking of new and innovative
Business Analyst,MRQ SOFT Innovations,San Francisco. CA•Temporarily Remote,* Design and develop requirements including writing basic functional and non-functional specifications. user interface mock-ups. processes. system data flow
Business Analyst (Utilities),TRC Companies Inc,San Ramon. CA 94583•Remote,Collect. analyze. and present data to all levels of leadership. Business Analysts are responsible for research. data analysis. budgeting. forecasting and
Sr. Analyst. Data Management,Edwards Lifesciences,Irvine. CA,Analyze data quality issues and provide solutions on data management with high complexity. Bachelor's Degree in in related field. 5 years of previous related
Data Analyst. Product Support Operations,Facebook,Sunnyvale. CA 94089 (Lakewood area),5+ years experience in data visualization tools (e.g. Tableau). Experience with large data sets and distributed computing (HiveHadoop).
Business Analyst I,Blend,California•Remote,Our team continuously improves existing systems and creates new products to drive productivity efficiencies enhancing the experience of our #1 stakeholder. our
Business Intelligence Analyst,The Oncology Institute of Hope and Innovation,Cerritos. CA 90703•Temporarily Remote,Work closely with other analysts and tech team to define. automate and validate the extraction of new metrics from various data sources for use in future
Sales Data Analyst,Trek Bikes,Encinitas. CA,2-3 years of work experience with sales research and data management. Excellent attention to detail and ability to interpret large amounts of research data.
Senior Data Analyst,New Relic,San Francisco. CA 94105 (South Beach area),Work closely with data engineersscientists to automate the collectionanalysis of raw data for models. Perform exploratory data analysis to inform business
Business Analyst,Golden Five LLC,Santa Clara. CA,Gathers and documents functional and business requirements and collaborates with other IT staff. stakeholders andor vendors to produce the desired deliverables
Business Analyst,Specright Inc.,California•Remote,Assist with data imports. quality checks. and verification of client data. 1-5 years of technical experience required (or equivalent). ideally within
Analyst  Digital & Data Analytics Practice (Full Stack,Stout,Los Angeles. CA•Temporarily Remote,Understanding of security and data protection. Extracting and transforming data from multiple source feeds. Knowledge in one or more related fields. including:
CRA Data & Reporting Analyst,Silicon Valley Bank,San Francisco. CA,Escalates complex and non-standard data record issues to manager for joint resolution. Assist in updating and maintaining data related to the CRA Public File
GIS Business Analyst,Grimmway Farms,Bakersfield. CA,Maintaining GIS data and databases including: editing spatial data. associating tables. generating reports. and relating GIS data with company business systems.
Healthcare Data Analyst,West Health,San Diego. CA,Creatingupdating SQL scripts to pull. transform. and combine multiple data sources and to create optimized data resources to drive analytic applications.
Senior Data Analyst (Marketing),NerdWallet,California•Remote,Be a NerdWallet Marketing data expert: know the ins and outs of our database. consisting of both internal and third party data. including availability.
Marketing Data Analyst III,Albertsons Companies,Pleasanton. CA 94588•Remote,Proficient in MS Office Suite. modeling. data manipulation tools. and relational databases. The Loyalty Department has an opening for a Marketing Data Analyst.
Construction Data Analyst,Faithful+Gould,Long Beach. CA,Experience including data management. data analytics. economics or statistical background preferred. Experience working with databases (SQL) and advanced data
Business Intelligence Analyst,TikTok,San Francisco. CA,Work closely with cross-functional partners. including local monetization teams. sales & sales operations. international strategy and data teams to drive
Diversity Supplier Spend Data Analyst,Facebook,Sunnyvale. CA 94089 (Lakewood area),Experience processing and analyzing data sets. 3+ years working in data and analytics. Project manage data and process improvements with third parties.
Senior Analyst. Content Analytics,Hulu,Santa Monica. CA,Understanding of data warehousing concepts and design. Build data visualizations and multi-faceted dashboards that convey key performance metrics. significant
BUSINESS ANALYST,CIPPlanner,San Ramon. CA,Analyze. document and communicate system and business processes; Be an instrumental player of software implementation project teams throughout the life cycle of
SQL Reporting Analyst,Mutual of Omaha Mortgage,Irvine. CA 92618,The Reporting Analyst role will be responsible for updating the backend data architecture. data preparation and delivering reporting and business intelligence
Business Analyst. Trust & Safety. YouTube,YouTube,San Bruno. CA,3 years of experience in management consulting. investment banking. business intelligence. data science. or corporate strategy.
Business Analyst Associate - Irvine. CA Homebuilder Services,First American,Irvine. CA 92612,Gathers information and data on business process and procedures. First American's Direct division provides comprehensive title insurance protection and
Business Intelligence Analyst,Genesis Capital LLC,Los Angeles. CA,Integrate data into Star & Galaxy schema data models through creation or merging of SQL views. incorporate data into existingnew analysis services models.
Business Intelligence Analyst,Westlake Services. LLC,Los Angeles. CA 90010,Take ownership of business processes and offer improvements supported by data. Analyze data affecting Westlake companies and products. including underwriting
Junior Business Analyst (Kyiv. Ukraine),signet,Silicon Valley. CA,Evaluate and analyze data. propose and facilitate solutions in order to satisfy project’s needs. Health insurance after 3 months of employment.
Business Analyst,Toll Brothers,Folsom. CA,The Business Analyst is responsible for managing proformas. along with forecasting and analyzing revenues. costs. and returns for the Division.
Junior Business Intelligence Analyst,Commerce Casino,Commerce. CA 90040,Work with team members to resolve unexpected problems resulting from unusual data and from limitations inherent in software applications and data processing
Business Intelligence Analyst- CPWS,Southern Glazer’s Wine and Spirits,Union City. CA,Analyze data available to anticipate potential issues and proactively model potential solutions. Provide Sales and Marketing stakeholders with a data-driven
Business Intelligence Analyst,Internet Brands,Los Angeles. CA,Support the business with time-critical data analyses. Proficient in tools used for data analysis and reporting (SQL. Excel).
PROGRAM ANALYST,US Naval Air Systems Command,Edwards AFB. CA,Specialized experience must demonstrate some or all of the following:1) Developing an operational test strategy from a Test and Evaluation Master Plan (TEMP); 2
Sr. Survey Data Analyst,Change Research,San Francisco. CA,At least 5 years of experience in politics or social science and well versed in the language of data and persuasive communications.
Senior Data Analyst - Product Consumption Analytics,DocuSign,San Francisco. CA 94105 (South Beach area),Extreme attention to detail with focus on data quality. data consistency and criticality of compensation metrics.
BUSINESS ANALYST,Chumash Employee Resource Center,Santa Ynez. CA 93460,The Business Analyst serves as a liaison between the business community and the IT organization in order to provide technical solutions to meet user needs.
Business Analyst,Joybird,Los Angeles. CA,You have the analytical firepower to take advantage of rich data and answer important questions. Create output that tells the story behind the data to non
Senior Data Analyst (Marketing),NerdWallet,California•Remote,Be a NerdWallet Marketing data expert: know the ins and outs of our database. consisting of both internal and third party data. including availability.
ERP & BI Lead Business Analyst,California State University,San Francisco. CA,Collaborate with functional business analysts to ensure data integrity. quality. and consistency within the Campus Solutions system.
Senior Enterprise Data Governance Analyst,Delta Dental Ins.,San Francisco. CA,Strong functional understanding of data and analytics architecture. platforms. and frameworks; including data modeling. data ingestion. data pipelines (ETL).
Associate Data Analyst,605,Pasadena. CA 91101 (West Central area),Able and excited to analyze large and messy data. Analysis of high-dimensional time series or event stream data. 1+ years coding in R; proficiency with SQL.
Business Intelligence Analyst,Community Medical Centers Inc,Stockton. CA (Tam O'Shanter area),Contributes to data governance through committee participation. data curriculum training. data literacy campaigns. etc. Working knowledge of project management.
Senior Data Analyst - Inservice Education,Keck Medical Center of USC,Los Angeles. CA 90015 (Downtown area),Minimum ExperienceKnowledge: • 2 years’ experience as a data analyst. Ability to manage and analyze data. The Senior Data Analyst performs data analyses and
Data Analyst. Collections,Afterpay Touch,San Francisco. CA•Temporarily Remote,Build trust in the data. reporting and dashboards by ensuring accuracy of data. Investigate the data quality insights identified by Internal Audit and assess if
Data Analyst. Unannounced Project (Mobile),Blizzard Entertainment,Irvine. CA 92618•Temporarily Remote,Demonstrated experience with some or all of the following: data modeling. statistics. experimental design. predictive modeling. data engineering. or workflow
Data Analyst,Mac Incorporated,San Leandro. CA,Provide analysis of the data. Manage intake of data from internal and external sources. Primary duty will be to accept data from multiple sources. both internal
Business Analyst,Open Source Integrators,Redlands. CA 92373,Must be able to demonstrate proficiency in technical and business matters. Build trusted relationships with company staff and customers.
Senior Data Analyst. Trust & Safety,Instacart,San Francisco. CA•Remote,Minimum 3-5 years in analytics. business intelligenceoperations. investment banking. or related environment. Ability to write complex and performant queries in
Data Analyst. Digital Investigations Team - (B4),Applied Materials Inc.,Santa Clara. CA,Creates and manages procedures regarding IP enforcement and litigation. Manages and delivers IP support to customers. Yes. 20% of the Time.
Diversity Supplier Spend Data Analyst,Facebook,Sunnyvale. CA 94089 (Lakewood area),Experience processing and analyzing data sets. 3+ years working in data and analytics. Project manage data and process improvements with third parties.
Data Coordinator- Business Intelligence,Public Media Group of Southern California (KCET....,Burbank. CA 91505 (Media area)•Temporarily Remote,Experience working with large data sets (broadcast. digital. marketing. or social media data). Analyze data trends and performance tracking to achieve
Senior Business Analyst,Brightview,Calabasas. CA 91302,Facilitating M&A Activities including data importsexports. data mapping. process mapping. and new user training. Up to 5% travel required.
Marketplace Strategy & Operations Analyst (Demand) - Remote,Getaround,San Francisco. CA•Remote,Exceptional data analysis and modeling skills: Excel Google Sheets. Looker Tableau. SQLRedash a plus. This will include building data models and dashboards.
Performance Analyst (System). Marketing. Data Mapping,Adventist Health Roseville,Roseville. CA,*To Support Marketing - SQL. Oracle. and R experience Required. Serves as a business partner to operations leadership and staff in identifying gaps and
Business Analyst,TechTrueUP,Thousand Oaks. CA,Bachelors degree and atleast 2-3 experience using data analytics tools. Ensure data robustness in the system and following up on action items and data
Business Intelligence Analyst,National Education Partners,Los Angeles. CA 90057+1 location,Five (5) years’ relevant experience conducting data analysis. data mining or data visualization or. equivalent combination of education and experience.
Business Research Analyst,ProcurementIQ,Los Angeles. CA 90025 (Brentwood area)•Temporarily Remote,Familiarity with online research techniques. economic and financial data sources. Respond to copyedits and critiques of writing style. data accuracy and logic
Battery Data Analyst,Proterra. Inc.,Burlingame. CA,Support data analysis and data visualization initiatives from a wide array of stakeholders  including engineering. testing. manufacturing. and service teams.
Sr. BI Analyst,Vivo,San Jose. CA,Perform detailed data analysis (i.e. determine the structure. content. and quality of the data through examination of source systems and data samples).
Data Analyst,Mac Incorporated,San Leandro. CA,Provide analysis of the data. Manage intake of data from internal and external sources. Primary duty will be to accept data from multiple sources. both internal
Data Analyst- COVID 19 Response (Contract),Brilliant Corners,Los Angeles. CA 90014 (Downtown area)•Remote,Comfort working with data systems and learning new data systems. Comfort working with data systems and learning new data systems.
Online Data Science Analyst - Apple Retail Online,Apple,Santa Clara Valley. CA 95014,3-5 years retail online analytics reporting experience with AdobeOmniture data capture system. Being aware of how frustratingly valuable web data can be. you
Data Analyst  Business Incentives,CTI III LLC,Rancho Cordova. CA 95670,Support various projects through research. data analysis. data mining. identification. and potential implementation of tax credit programs.
Data Analyst. Product Analytics,Prodege. LLC,El Segundo. CA 90245,Provide financial and data analysis to support the launch of new business lines. Work with the Product team to ideate. execute. and perform data analysis on
MDM Analyst,DocuSign,San Francisco. CA 94105 (South Beach area)•Remote,Analyze and report metrics of master data to reduce ensure data quality. and in order so that teams follow and support data governance policies.
Data Analyst - Data Science & Analytics (AX),Criteo,Los Angeles. CA,This position involves dealing with a considerable amount of complex. real-world data and requires a candidate who is comfortable thinking of new and innovative
Data Analyst. Risk Operations,Facebook,Sunnyvale. CA 94089 (Lakewood area),Experience manipulating large data sets in SQL or equivalent. and drawing actionable insights from data. Oversee data and metric governance for fraud. system.
Business Intelligence Analyst,Deluxe Entertainment,Burbank. CA,Support data governance and quality control ensuring completeness and accuracy of data. Minimum of 2 years of BIreportingdata analysis experience.
Consulting Data Analyst - Health Research. Statistics,Kaiser Permanente,Oakland. CA,Tests and maintains data integrity. Under close supervision. this position exists to assist the organization in making strategic data-related decisions by
Sr Data Analyst. Media Library,Disney Media & Entertainment Distribution,Burbank. CA,Perform data management tasks including data validation. data curation. and data migration. Develop data automation tools and dashboards to enable innovative
Senior Business Analyst. Games Growth Consultant. Google Pla...,Google,Mountain View. CA,5 years of experience as an analyst or in an analytical role. Develop and maintain data infrastructure for use by other growth consultants and analysts. as well
Technical Data Analyst,Facebook,Menlo Park. CA 94025,5+ years of experience in data and analytical problem solving. Experience with data visualization software (Tableau. etc.).
Program Data Analyst,Mathematica Policy Research,Oakland. CA 94612 (Downtown area),Expertise in quantitative and qualitative research methods as well as knowledge of data analytic methods and tools. data management. data assessment. data
Senior Data Analyst,Paysafe Group,Irvine. CA,Perform ad hoc data analysis request and support the various Risk stakeholders. Become the Subject Matter Expert (SME) for all data related to the Risk
Construction Data Analyst,Faithful+Gould,Long Beach. CA,Experience including data management. data analytics. economics or statistical background preferred. Experience working with databases (SQL) and advanced data
Business Analyst,New-indy Containerboard Llc,Ontario. CA 91764•Remote,Role Summary: Looking for a passionate Business Analyst who will play a critical role working with key stakeholders across all business unitsdepartments and
Data Analyst L3,Capgemini,Monterey Park. CA,Minimum 3+ years of experience in Test data Management life cycle & Test Data Governance. Strong development skills in COBOL. JCL. VSAM. DB2 preferable.
Marketing Data Analyst,PUBG,Santa Monica. CA,Experience in programming. especially with data science and visualization libraries in Python or R. Minimum 2 years of data visualization and reporting using BI
Data Analyst (Collaborative Courts),Waymakers,Santa Ana. CA 92705,Ability to analyze and interpret data. Provide data entry into data collection formats such as Excel. Access. Caminar. Exym. and other Electronic Health Record
Software Business Analyst,TitanX,Los Angeles. CA•Temporarily Remote,Business Analysis: 5 years (Preferred). We focus on the development. marketing and deployment of high-quality conversational AI that people love interacting
Senior Data Analytics Analyst,SLEEP NUMBER,San Jose. CA,Translate the data analytics and create clear data storytelling through data visualization and mining tools. Passionate about the business and product problems
Senior Analyst - ProductData Insights,Experian,Costa Mesa. CA 92627,Squash data silos by instrumenting (with engineering) data ingestion into our data lake. And you’ll be joining a group with diverse skills in data science.
Data Analyst. Risk Operations,Facebook,Sunnyvale. CA 94089 (Lakewood area),Experience manipulating large data sets in SQL or equivalent. and drawing actionable insights from data. Oversee data and metric governance for fraud. system.
Senior Marketing Data Analyst,SoFi,San Francisco. CA 94129 (Presidio area),At least 5 years of experience in growth or marketing capacity. with demonstrated experience developing and analyzing marketing campaigns.
Marketing Data Analyst,Verkada,San Mateo. CA,Analytical mindset. capable of understanding advanced abstract relationships and concrete systemsdata. Ensure leadership is equipped with accurate and timely
Business Intelligence Analyst,HERBL,Santa Rosa. CA,Develop and maintain data models for business reporting. Experience using data in both structured and unstructured formats.
Business Intelligence Analyst,Recruiter.com,Los Angeles. CA,Participate within the data team on initiatives from building visualizations to modeling data to instrumenting web analytics.
PROGRAM ANALYST,US Naval Air Systems Command,Edwards AFB. CA,Specialized experience must demonstrate some or all of the following:1) Developing an operational test strategy from a Test and Evaluation Master Plan (TEMP); 2
Business Analyst,Open Source Integrators,Redlands. CA 92373,Must be able to demonstrate proficiency in technical and business matters. Build trusted relationships with company staff and customers.
Senior Business Analyst with Technical Chops (Fully Remote),Triskelle Solutions,United States•Remote,Minimum 5 years of BA experience in an agile environment. Business Analyst: 5 years (Required). Physically located in a countrytime zone max 3 hours outside US
Sr. Business Objects Developer,Formac Inc,Sunnyvale. CA•Temporarily Remote,The Business objects and Power BI consultant will have the opportunity to consolidate the report set into PI dashboards. Must have skills and competencies*.
Business Analyst,Bobbie,California•Remote,Experience working with Shopify data. Experience working with subscription data platforms (i.e. Recharge. Upscribe).
Sr Lead Data Analytics Analyst,Bank of the West,San Francisco. CA,Provides guidance in constructing data metrics. statistics. and analyses. Collaborates with subject matter experts to extract. filter. and aggregate data using
Senior Product Data Analyst,Tubi,California•Remote,3-4 years of experience working in roles like product data analyst or business intelligence engineer with product managers. business groups. and data engineers.
Data Analytics Consultant,Public Consulting Group,Sacramento. CA•Remote,Monitors ongoing data feeds and performs analysis and investigations on data quality issues. Prepares data requests for clients tailored to each project and
Research Analyst IV,County of Orange,Santa Ana. CA,Working withquerying complex data collectionmanagement systems. including understanding and utilizing computer programming and processing methods to generate.
Senior Data Analyst,Paysafe Group,Irvine. CA,Perform ad hoc data analysis request and support the various Risk stakeholders. Become the Subject Matter Expert (SME) for all data related to the Risk
Senior Data Analyst. Risk,Circle,California•Remote,Drive the enhancement of data tools available to data analysts at Circle. 3+ years' experience as Data Analyst in a data intensive environment. working with
Health Data Analyst,Bay Area Community Health,Fremont. CA 94538 (Downtown area),Lead efforts to ensure data integrity and validity and perform ongoing quality assurance of all data and reports. Designs custom reports. as needed.
PRO REFERRAL BUSINESS ANALYST,Home Depot  THD,Dublin. CA 94568,5%- Plan. develop and organize professional business events. Years of Relevant Work Experience: 3 years. They will analyze and understands the key drivers of
Business Analyst,TechTrueUP,Thousand Oaks. CA,Bachelors degree and atleast 2-3 experience using data analytics tools. Ensure data robustness in the system and following up on action items and data
Info & Data Systems Analyst,WarnerMedia,Burbank. CA 91505,3 to 5 years of experience in a technical support function. Support an array of info and data systems issues. Perform data entry and maintenance of records such
Risk Data Analyst,Facebook,Sunnyvale. CA 94089 (Lakewood area),2+ years experience in investigative. data analysis. or technical systems work. Use data and internal tools to identify and investigate potential risk areas and
Senior Health Data Analyst,Nuna,San Francisco. CA,Keen attention to detail and deadline driven. Nuna partners with healthcare payers. including government agencies and health plans. to turn data into learnings
Data Specialist,KANTAR,Los Angeles. CA 90068 (Hollywood Hills area)•Remote,Understand data processing related software that impact data deliverables and reporting. Minimum 3 years of experience working with data (Market Research
Senior Data Analyst (Product),Hinge Health,San Francisco. CA,A high attention to detail and the ability to QA data at a glance or in depth. Building out our data dictionary and setting up aggregated views of our datasets.
Data Analytics Manager. Google Data Center,Google,Sunnyvale. CA (Lakewood area),3 years of experience working with data systems (e.g. data flow. data integrity. data automation). Manage and grow an excellent team of data analysts.
Business Intelligence Analyst,Projas Technologies,San Francisco. CA 94104 (Financial District area)•Temporarily Remote,Once the data is captured. building ETL tools to update data warehouse. Database design  data warehouse experience. Data warehouse: 8 years (Required).
Data Analyst  Business Incentives,CTI III LLC,Rancho Cordova. CA 95670,Support various projects through research. data analysis. data mining. identification. and potential implementation of tax credit programs.
Senior Enterprise Data Governance Analyst,Delta Dental Ins.,San Francisco. CA,Strong functional understanding of data and analytics architecture. platforms. and frameworks; including data modeling. data ingestion. data pipelines (ETL).
Healthcare Data Analyst I - Quality Systems,Inland Empire Health Plans,Rancho Cucamonga. CA,3-5 years of relevant experience - Will accept Master’s Degree in lieu of experience Preferred Experience. Exercises timely and accurate data mining techniques
SAP Sr Master Data Functional Analyst,EGB Systems and Solutions Inc,Santa Clara. CA 95050,Leads and performs Master data analysis. data cleansing through the review process. Understands Customer VendorMaterial master data from the business and
Sr. Performance Analyst (System),Adventist Health Roseville,Roseville. CA,Experience working with healthcare data. Working understanding of data warehousing concepts. Develop complex SQL queries to manipulate data into required
Business Intelligence Analyst I  II,Friedmans Home Improvement,Petaluma. CA 94954,Bachelor’s Degree or equivalent experience solving analytical problems involving data. business process andor data analysis with focus in a retail or wholesale
Quality Data Analyst,Katalyst Healthcares & Life Sciences,San Diego. CA 92108,Conducts data collection. data mining. analysis and reporting of data requestsreports. Track and trends NCMRs and production data and follows escalation plan
Business-Analyst,Celandyne Software Solutions,Santa Clara. CA 95050,Thorough understanding of CPG value chain. Ability to work with business teams and understand their challenges and pain points.
Junior Business Analyst (Kyiv. Ukraine),signet,Silicon Valley. CA,Evaluate and analyze data. propose and facilitate solutions in order to satisfy project’s needs. Health insurance after 3 months of employment.
Business Analyst I,Insight Global,San Ramon. CA 94583,Advanced Excel skills and experience working with large data sets. Asset Failure Data Manipulation Investigate asset failure via field reports and collect
Sr. Performance Analyst (System),Adventist Health Roseville,Roseville. CA,Experience working with healthcare data. Working understanding of data warehousing concepts. Develop complex SQL queries to manipulate data into required
Senior Business Analyst . IT FT 7:30AM - 4:30PM,Beverly Hospital,Montebello. CA 90640,5 - 10 years practical experience in implementing and providing support and maintenance for businessfinancial applications. Schedule: FT 7:30 AM - 4:30 PM.
Assistant Staff Analyst. (Housing and Services Data Analyst)...,Heluna Health,Los Angeles. CA,Comfort working with data systems and learning new data systems. Frequently (2 - 5 hrsday). A desire to learn and gain technical expertise in new systems and
Clinical Quality Management Data Analyst  Out-Stationed,The San Diego LGBT Community Center,San Diego. CA 92103 (Hillcrest area),Coordinate data reporting from ARIES to support contractors. including data required to develop and submit monthly progress reports.
Senior Enterprise Data Governance Analyst,Delta Dental Ins.,San Francisco. CA,Strong functional understanding of data and analytics architecture. platforms. and frameworks; including data modeling. data ingestion. data pipelines (ETL).
Database Analyst  SQL,Kforce,Agoura Hills. CA 91301•Remote,To do well in this role. you need a very fine eye for detail. experience as a data analyst. and deep understanding of the popular data analysis tools and
Construction Data Analyst,Faithful+Gould,Long Beach. CA,Experience including data management. data analytics. economics or statistical background preferred. Experience working with databases (SQL) and advanced data
Diversity Supplier Spend Data Analyst,Facebook,Sunnyvale. CA 94089 (Lakewood area),Experience processing and analyzing data sets. 3+ years working in data and analytics. Project manage data and process improvements with third parties.
Marketing Data Analyst,Zendesk,San Francisco. CA 94103 (South of Market area),Experience with SQL and data warehouses (e.g. BigQuery. MySQL). A knack for identifying and investigating anomalies in data and operations.
Business Analyst,Joybird,Los Angeles. CA,You have the analytical firepower to take advantage of rich data and answer important questions. Create output that tells the story behind the data to non
Business Analyst- Search,Workday,Pleasanton. CA,3-5 years working with modern Search technology such as Coveo. Elasticsearch. Solr. etc. 3-5 years demonstrated experience with KCS. or other Knowledge
Senior Data Analyst,Paysafe Group,Irvine. CA,Perform ad hoc data analysis request and support the various Risk stakeholders. Become the Subject Matter Expert (SME) for all data related to the Risk
Technical Data Analyst,Facebook,Menlo Park. CA 94025,5+ years of experience in data and analytical problem solving. Experience with data visualization software (Tableau. etc.).
Senior Data Analyst. Risk,Circle,California•Remote,Drive the enhancement of data tools available to data analysts at Circle. 3+ years' experience as Data Analyst in a data intensive environment. working with
Senior BI Analyst,Internet Brands,Los Angeles. CA,3-5 years’ experience in a hands-on analytical role with a focus on analyzing business problems. Support the business with time-critical data analyses.
Sr. Data Analyst,Loyola Marymount University,Los Angeles. CA 90045 (Westchester area),Review the provided data for loadformatting errors. utilize data loader. and collaborate with the Gifts and Records team to verify and test for data issues or
Sr. Survey Data Analyst  Nonpartisan Unit,Change Research,San Francisco. CA,Able to explain data and numbers in plain English. Well versed in the language of data and persuasive communications. Proficient with SQL and Excel.
Business Analyst I,Insight Global,San Ramon. CA 94583,Advanced Excel skills and experience working with large data sets. Asset Failure Data Manipulation Investigate asset failure via field reports and collect
Sr. Performance Analyst,Adventist Health,Roseville. CA 95661 (Stoneridge area),Experience working with healthcare data. Working understanding of data warehousing concepts. Develop complex SQL queries to manipulate data into required
Sr. Product Analyst,Wag Walking,San Francisco. CA 94133 (Russian Hill area)•Temporarily Remote,Excellent SQL and data warehouse skills. Experience writing complex queries on large data sets. Plan and optimize marketing channels & campaigns using
Database Analyst  SQL,Kforce,Agoura Hills. CA 91301•Remote,To do well in this role. you need a very fine eye for detail. experience as a data analyst. and deep understanding of the popular data analysis tools and
Data Analyst. Risk Operations,Facebook,Sunnyvale. CA 94089 (Lakewood area),Experience manipulating large data sets in SQL or equivalent. and drawing actionable insights from data. Oversee data and metric governance for fraud. system.
BI Analyst IV (MT-2419) - Tableau,Kaiser Permanente,Downey. CA,Prepares data for analytic efforts by integrating and consolidating data; ensuring data quality and accuracy; profiling data inaccuracies and recommending
Business Intelligence Analyst - Custom Support Analytics,Workday,San Francisco Bay Area. CA,Partner with data engineering partners to facilitate access to key data and ensure data quality. SQL and ad hoc data analysis experience.
Business Analyst,LOVEFOODIES INC,Fremont. CA•Temporarily Remote,3 +years experience with reportdashboard development. datareport automation. self-service capabilities. data design and integration. and data quality and
Sr. Data Analyst,Finix Payments,San Francisco. CA,Enable our operations team to make data-driven decisions based on timely. consistent. complete. and correct data. reports. and analytics.
Business Intelligence Analyst,Bobit Business Media,Torrance. CA,The Analyst will collaborate with various departments to execute our data strategy by leading initiatives that ingest. harmonize. and expose data across
Senior Data Analyst - Product Consumption Analytics,DocuSign,San Francisco. CA 94105 (South Beach area),Extreme attention to detail with focus on data quality. data consistency and criticality of compensation metrics.
Business Analyst - Nationwide Telecommute,UnitedHealth Group,West Hills. CA 91304•Temporarily Remote,Perform data validation to ensure accuracy and quality. 1+ years of business or data analysis experience. Responsible for conducting and documenting moderate to
BI Business Analyst,Blend,San Francisco. CA,Test datareport changes and approve prior to sending to users for approval. Subject matter expert with a focus on gathering and documenting data and report
Business Analyst I,Insight Global,San Ramon. CA 94583,Advanced Excel skills and experience working with large data sets. Asset Failure Data Manipulation Investigate asset failure via field reports and collect
Growth Marketing Data Analyst,Kabam,San Francisco. CA,Finding answers to business questions via hands-on exploration of data sets using SQL. dashboards. statistical analysis. and data visualizations.
Administrative Data Analyst (temporary),Fruit Growers Supply,Valencia. CA 91355,Acquire data from primary or secondary data sources and maintain databasesdata systems. Administrative Data analysts will develop analysis and reporting
Data Analyst. Digital Investigations Team - (B4),Applied Materials Inc.,Santa Clara. CA,Creates and manages procedures regarding IP enforcement and litigation. Manages and delivers IP support to customers. Yes. 20% of the Time.
Database Analyst  SQL,Kforce,Agoura Hills. CA 91301•Remote,To do well in this role. you need a very fine eye for detail. experience as a data analyst. and deep understanding of the popular data analysis tools and
Data Conversion Analyst,West Advanced Technologies (WATI),West Sacramento. CA,At least five (5) years of experience designing. developing. debugging. and supporting complex data conversion processes using SQL Server.
Procurement Analyst,Good Guard Security Inc.,Chatsworth. CA 91311,Compiles and analyzes data to identify trends and recommends and implements improvements in the acquisition process; works with potential vendors to develop a
Sr. Business Data Management Analyst,Varo Money,San Francisco. CA,Advocate for use of trusted data and sound data governance practices. contributing towards increasing data literacy across the organization.
DEPARTMENTAL ADMINISTRATIVE ANALYST,County of Santa Cruz,Santa Cruz County. CA,BEREAVEMENT LEAVE - 3 days paid in California. 5 days paid out-of-state. The candidate will be part of a BA team that includes developers and analysts who will
Sr. BI Analyst,Vivo,San Jose. CA,Perform detailed data analysis (i.e. determine the structure. content. and quality of the data through examination of source systems and data samples).
